Target_genes,Score
Nop9,26.895349
Dhrs1,26.895349
Calhm6,26.895349
Src,26.883721
Rnf213,26.883721
Mboat4,26.872093
Ascc3,26.872093
Agpat4,26.872093
Abtb1,26.872093
Vps8,26.860465
Scly,26.860465
Rrp1,26.860465
Krr1,26.860465
Dcpp3,26.848837
Rmnd5a,26.837209
Rhod,26.837209
Gpn3,26.837209
Fam216a,26.837209
Mcm10,26.813953
Galnt9,26.813953
Ercc2,26.813953
Ak3,26.813953
Pla2g6,26.802326
Igsf9b,26.802326
Slc25a48,26.790698
Pou2f2,26.790698
Kcnc4,26.790698
Usp19,26.77907
Olig2,26.77907
Clip1,26.77907
Htra4,26.767442
Pcm1,26.755814
Mrps17,26.755814
Isyna1,26.744186
Fam174b,26.744186
Slc35b3,26.732558
Pcbp4,26.732558
Nmur1,26.732558
Nectin2,26.72093
Mfsd1,26.72093
Srebf2,26.697674
Pkdcc,26.697674
Ccdc97,26.697674
Uso1,26.686047
Mrtfa,26.686047
Klf13,26.686047
Bnip3l,26.686047
Spry4,26.674419
Polr2b,26.651163
Noa1,26.651163
Cysltr2,26.651163
Orai3,26.639535
Pank4,26.627907
Hes5,26.627907
Arl4c,26.627907
Acbd4,26.627907
Zmynd11,26.616279
Plekhm3,26.616279
Mreg,26.616279
LTO1,26.616279
Slc25a23,26.604651
Ephb4,26.604651
Crb3,26.604651
Serac1,26.593023
Rab5if,26.593023
Gtf2h5,26.593023
Fam8a1,26.593023
Cdk2ap1,26.593023
Bloc1s2,26.593023
Wdr95,26.581395
Snx8,26.581395
Shprh,26.55814
Hyal1,26.55814
Metap1,26.546512
Aqp1,26.534884
Lrrc58,26.523256
Hyls1,26.511628
Trim30b,26.5
Srrm1,26.5
Flywch1,26.5
Agap2,26.5
2310079G19Rik,26.5
Ppib,26.488372
Atf1,26.488372
Tubgcp3,26.476744
Nprl2,26.476744
Ikbkg,26.476744
Etv4,26.476744
Cyb561d2,26.476744
Cenpe,26.476744
Sugp1,26.465116
Mau2,26.465116
Dpf3,26.465116
Supt6,26.453488
Sdf2,26.453488
Pcdh17,26.453488
Pdap1,26.44186
Eif3h,26.44186
Cfap73,26.44186
Bud31,26.44186
Acadm,26.44186
Lypd8,26.430233
Iqcc,26.430233
Ccdc28b,26.430233
Aen,26.430233
Rere,26.418605
Trappc8,26.406977
Taldo1,26.406977
Il1rn,26.406977
Sap30,26.395349
Armc7,26.395349
Fbp1,26.383721
Repin1,26.372093
Nova1,26.372093
Col9a3,26.372093
Rapgef2,26.360465
Snn,26.348837
Papss1,26.348837
Lcn12,26.348837
Fbxw5,26.348837
C8g,26.348837
Mfap3l,26.325581
Hsf2,26.325581
Gfm1,26.325581
Ncoa5,26.27907
Dusp16,26.267442
Chga,26.267442
Prkcb,26.255814
Nrbp1,26.255814
Card9,26.255814
Slc22a2,26.244186
Miga1,26.244186
Hspa14,26.244186
Cdnf,26.244186
Vars2,26.232558
Bzw1,26.232558
Ube2j1,26.22093
Slc5a9,26.22093
Ramp2,26.22093
Pnldc1,26.22093
Neil1,26.22093
Kcnk4,26.22093
Hoxa6,26.22093
Gnptab,26.22093
Commd4,26.22093
Zfp40,26.209301999999997
Zfand2b,26.209301999999997
Ndufaf5,26.197674
Mknk1,26.197674
Esf1,26.197674
Zfyve26,26.186047
Rad51b,26.186047
Mpv17,26.174419
Cfap54,26.174419
Ugt1a6a,26.162791
Wdr66,26.151163
Smchd1,26.151163
Asah1,26.151163
Pheta2,26.139535000000002
Pgf,26.139535000000002
Naga,26.139535000000002
Ttll13,26.127907
Tbp,26.127907
Rrad,26.127907
Riok2,26.127907
Psmb1,26.127907
Med13l,26.127907
Cdh16,26.127907
Amigo1,26.127907
Zcchc7,26.116279000000002
Xndc1,26.104651
Ubfd1,26.104651
Rnf121,26.104651
Ears2,26.104651
Wiz,26.093023000000002
Elf5,26.093023000000002
Myo5a,26.081395
Snrpe,26.069767000000002
Gsc2,26.069767000000002
Atp8b4,26.069767000000002
Sirt7,26.058139999999998
Drd4,26.058139999999998
Polr2k,26.046512
Atxn7l3b,26.046512
Sumo2,26.034883999999998
Ppp2r5a,26.034883999999998
A2m,26.034883999999998
4930503B20Rik,26.034883999999998
Ankrd17,26.023256
Agap1,26.023256
Spink10,26.011627999999998
Fbxo38,26.011627999999998
Syt8,26.0
Specc1,26.0
Grn,26.0
Iars2,25.988372000000002
Cdc42ep3,25.988372000000002
Bpnt1,25.988372000000002
Tst,25.965116000000002
Qser1,25.965116000000002
Mpst,25.965116000000002
Kifc3,25.965116000000002
Zxdc,25.953488
Capn5,25.953488
Nqo2,25.941860000000002
Tex33,25.930232999999998
Usp36,25.918605
Frmd4b,25.918605
Arg2,25.918605
Slc13a1,25.906976999999998
Setd1a,25.906976999999998
Carmil1,25.906976999999998
Zfp768,25.895349
Gpr160,25.895349
Rfc1,25.883720999999998
Zdhhc21,25.872093
Ubap2l,25.872093
Otulin,25.872093
4933434E20Rik,25.872093
Tmem183a,25.860464999999998
Dab2ip,25.860464999999998
Rnf24,25.848837
Gm34653,25.848837
Fbxw2,25.848837
Tsen15,25.837209
Mfsd13b,25.837209
Cdr2,25.837209
Snx19,25.825581
Plscr4,25.825581
Cd1d1,25.825581
Trappc1,25.813953
Ndufb11,25.813953
Klhl36,25.813953
Herc3,25.813953
Cntrob,25.813953
Armc8,25.813953
Yipf4,25.802326
Wee1,25.790698000000003
Rnf20,25.790698000000003
Mtbp,25.790698000000003
Mrpl13,25.790698000000003
Sfrp5,25.77907
Calml4,25.77907
Ndfip2,25.767442000000003
Itch,25.755814
Xpa,25.744186
Tollip,25.732557999999997
Cldn7,25.72093
Rslcan18,25.709301999999997
Lrrc61,25.709301999999997
Dbr1,25.709301999999997
Srrm2,25.697674
Snai1,25.697674
Jpt2,25.697674
Atp6ap1,25.697674
Abcf3,25.697674
Tlnrd1,25.686047
Sec24b,25.686047
Rsu1,25.686047
Mesd,25.686047
Tfap2a,25.674419
Nbl1,25.674419
Gprasp2,25.674419
Crim1,25.674419
Git2,25.662791
Ankrd13a,25.662791
Sft2d3,25.639535000000002
Sesn1,25.639535000000002
Mmd,25.627907
Dusp14,25.627907
Tgfbrap1,25.616279000000002
AI597479,25.616279000000002
Sipa1l1,25.604651
Ppfia1,25.604651
Mprip,25.604651
Naglu,25.593023000000002
Rpp25l,25.581395
Mtfp1,25.581395
Api5,25.581395
Tapt1,25.569767000000002
Rab8b,25.569767000000002
Papola,25.558139999999998
Rab1a,25.546512
Pabpn1l,25.546512
Me2,25.546512
D17H6S53E,25.546512
Bag6,25.546512
Apom,25.546512
Wsb2,25.534883999999998
Nat8f7,25.534883999999998
Ifit1bl1,25.534883999999998
2810459M11Rik,25.534883999999998
Stard7,25.523256
Ccne1,25.523256
Smg7,25.511627999999998
Golga1,25.511627999999998
Apol7a,25.511627999999998
Sulf1,25.5
Slc2a10,25.5
Hid1,25.5
Cd160,25.5
Ankrd10,25.5
Lin54,25.488372000000002
Irf4,25.476744
Ttc39c,25.465116000000002
Kansl2,25.465116000000002
Galnt12,25.465116000000002
Tpm1,25.441860000000002
Pdlim3,25.441860000000002
Otud1,25.441860000000002
Dhx37,25.441860000000002
Bri3bp,25.441860000000002
Adamtsl3,25.441860000000002
Stard4,25.430232999999998
Nectin4,25.430232999999998
Dexi,25.418605
Clec16a,25.418605
Sil1,25.406976999999998
Arhgef9,25.406976999999998
Lss,25.395349
Dut,25.395349
Arhgdib,25.395349
Vps33a,25.383720999999998
Zfp870,25.372093
Zbtb26,25.360464999999998
Srp14,25.360464999999998
Rabgap1,25.360464999999998
Abcg3,25.360464999999998
Gm29776,25.348837
Zglp1,25.337209
Fbxo25,25.337209
Eps8l1,25.337209
Cd2ap,25.337209
Sugt1,25.313953
Rasgef1b,25.313953
Kctd18,25.313953
Tex19.1,25.290698000000003
Coa7,25.290698000000003
Kcnq2,25.27907
Fam25c,25.27907
Esrp1,25.27907
Ybey,25.267442000000003
Uqcrc2,25.267442000000003
Mcm3ap,25.267442000000003
Shc4,25.255814
Ranbp9,25.255814
Fnbp1l,25.255814
Qtrt1,25.232557999999997
Marchf11,25.232557999999997
Gm7932,25.232557999999997
Eln,25.232557999999997
Irx3,25.22093
Zfp830,25.209301999999997
Rapgef1,25.209301999999997
Coq3,25.209301999999997
Cct6b,25.209301999999997
Usp50,25.197674
Mindy1,25.197674
Cstf3,25.197674
Spred1,25.186047
Saa2,25.186047
Leprotl1,25.174419
Dnah12,25.174419
D030056L22Rik,25.174419
Prap1,25.162791
Fuom,25.162791
Ercc5,25.162791
Yy1,25.151163
Spata17,25.151163
Sla2,25.151163
Rbm22,25.151163
Gpatch2,25.151163
Aox1,25.151163
Usp12,25.139535000000002
Tax1bp3,25.139535000000002
Emc6,25.139535000000002
Usp30,25.127907
Svop,25.127907
Ndufa12,25.127907
Zbtb2,25.116279000000002
Astl,25.116279000000002
Gm960,25.104651
Tsnax,25.093023000000002
Slc6a8,25.093023000000002
Rasgrp3,25.093023000000002
Ccdc57,25.093023000000002
Vps33b,25.058139999999998
Tpst1,25.058139999999998
Setdb1,25.046512
Rnf208,25.046512
Trhr2,25.034883999999998
Spag1,25.034883999999998
Shc1,25.034883999999998
Smim13,25.023256
Mfn1,25.023256
Lyplal1,25.011627999999998
Ptprn2,25.0
Pnpla8,24.988372000000002
Man1c1,24.988372000000002
Frat2,24.988372000000002
Tmem219,24.976744
Dhx33,24.976744
Thbs1,24.965116000000002
Ap2a1,24.965116000000002
Gfra4,24.941860000000002
Exo5,24.941860000000002
Usp16,24.930232999999998
Tbc1d10b,24.930232999999998
Septin1,24.930232999999998
Nfx1,24.930232999999998
Mylpf,24.930232999999998
Mpp5,24.930232999999998
Fez1,24.930232999999998
Eif4b,24.918605
Ggn,24.906976999999998
Limd2,24.895349
Aunip,24.895349
Rpap1,24.883720999999998
Mpp1,24.883720999999998
Kctd4,24.872093
Edem3,24.872093
Zfp78,24.860464999999998
Secisbp2,24.860464999999998
Trappc5,24.848837
Mfrp,24.848837
Fcor,24.848837
Ehf,24.848837
Shpk,24.837209
Rffl,24.837209
Percc1,24.837209
Ctns,24.837209
BC003965,24.837209
Tsen2,24.825581
Fbxo7,24.825581
Tac4,24.813953
Siva1,24.802326
Minpp1,24.802326
Cep162,24.802326
Card14,24.802326
Ccs,24.790698000000003
Ccdc87,24.790698000000003
Tbc1d23,24.77907
Tssk3,24.767442000000003
Rps6ka2,24.767442000000003
Fam229a,24.767442000000003
Adam15,24.755814
Timmdc1,24.744186
Puf60,24.744186
Kpna7,24.744186
Cox20,24.744186
C2cd5,24.744186
Bptf,24.744186
Diaph2,24.732557999999997
Cul1,24.732557999999997
Nsmce3,24.72093
Magohb,24.72093
Sin3b,24.709301999999997
Rbm6,24.709301999999997
Cmpk1,24.709301999999997
Cbfa2t2,24.709301999999997
Dtnbp1,24.697674
Rab40c,24.686047
Gatb,24.686047
Cysrt1,24.686047
Cop1,24.686047
1810010H24Rik,24.686047
Ppil4,24.674419
Hoxa5,24.674419
Elobl,24.674419
Efs,24.674419
Coil,24.674419
Fmo5,24.662791
Uqcrc1,24.651163
Cdhr2,24.651163
C1ql1,24.651163
Zbtb21,24.639535000000002
Rab3a,24.639535000000002
Lmntd2,24.639535000000002
Aspscr1,24.639535000000002
Tfb2m,24.627907
Pgm2,24.627907
Cnst,24.627907
Slc35a3,24.616279000000002
Gstm5,24.616279000000002
Brd3,24.616279000000002
Dbp,24.604651
Car11,24.604651
Acod1,24.604651
Dusp2,24.593023000000002
Snx25,24.581395
Npl,24.581395
Ppa2,24.569767000000002
Lin28a,24.569767000000002
Inpp5e,24.569767000000002
Cyp4f13,24.569767000000002
Wdr74,24.558139999999998
Tm6sf1,24.558139999999998
Rnpc3,24.558139999999998
Ndufb8,24.558139999999998
Hif1an,24.558139999999998
Alms1,24.558139999999998
Stra8,24.546512
Mri1,24.534883999999998
Fem1a,24.534883999999998
Ep300,24.534883999999998
D8Ertd738e,24.534883999999998
Ap5z1,24.534883999999998
Nagk,24.511627999999998
Imp4,24.511627999999998
Ccdc115,24.511627999999998
Ube2e1,24.5
Lima1,24.5
Etaa1,24.5
Slc26a11,24.488372000000002
Sgsh,24.488372000000002
Srp9,24.476744
Rb1,24.476744
Rad9a,24.465116000000002
Ppp1ca,24.465116000000002
Pigyl,24.465116000000002
Ilf2,24.465116000000002
Fzd9,24.465116000000002
Apba1,24.465116000000002
Trps1,24.453488
Rab4a,24.453488
Plpp6,24.453488
Epha2,24.453488
4430402I18Rik,24.453488
Tmem43,24.441860000000002
Fbxl3,24.441860000000002
Chchd4,24.441860000000002
Tmem248,24.430232999999998
Timm10,24.430232999999998
Smtnl1,24.430232999999998
Ttc22,24.418605
Prf1,24.418605
Ggnbp1,24.418605
Cd47,24.418605
Kcnj16,24.406976999999998
Ppp2r3a,24.383720999999998
Zfp12,24.372093
Tmc6,24.372093
Spdye4a,24.372093
Gm1043,24.372093
Nus1,24.360464999999998
Foxo6,24.360464999999998
Ccdc183,24.360464999999998
Prpf3,24.348837
Kti12,24.348837
Ube3a,24.337209
Tmem115,24.337209
Nfatc2,24.337209
Gm6460,24.337209
Sem1,24.325581
Ptger3,24.325581
Nectin3,24.325581
Mettl3,24.325581
Krt10,24.325581
Ing4,24.325581
Dele1,24.325581
Ttc17,24.313953
Mex3b,24.313953
G2e3,24.313953
Fam20c,24.313953
Acadvl,24.313953
Ube2n,24.302326
Erich1,24.302326
Dlgap2,24.302326
Zfp777,24.267442000000003
Kit,24.267442000000003
Vat1,24.255814
Rnd2,24.255814
Pggt1b,24.255814
Numbl,24.232557999999997
Bag5,24.232557999999997
Apopt1,24.232557999999997
Enpep,24.22093
Agl,24.22093
Zhx2,24.209301999999997
Zfp867,24.209301999999997
Mfsd4b5,24.197674
Lyrm4,24.197674
Fars2,24.197674
E2f7,24.197674
Angpt1,24.197674
Rfx5,24.186047
Ppm1b,24.186047
Xab2,24.174419
Stxbp2,24.174419
Pet100,24.174419
Pcp2,24.174419
Hmg20b,24.174419
Tle1,24.151163
Setx,24.151163
Gpr171,24.151163
Dhh,24.151163
Arglu1,24.151163
Afg1l,24.151163
Unc45b,24.139535000000002
Synrg,24.139535000000002
Nle1,24.139535000000002
Pofut2,24.127907
0610030E20Rik,24.127907
Mphosph6,24.104651
Nav1,24.081395
Ess2,24.081395
Zfp882,24.069767000000002
Arid2,24.069767000000002
Klra4,24.058139999999998
Klra18,24.058139999999998
Atg4d,24.058139999999998
Tsga10ip,24.046512
Qprt,24.046512
Pomt1,24.046512
Galnt3,24.046512
Zmynd19,24.034883999999998
Pknox2,24.034883999999998
Arfgap2,24.034883999999998
Trmu,24.023256
Xrcc4,24.011627999999998
Tmem167,24.011627999999998
Oplah,24.011627999999998
Runx2,24.0
Pctp,24.0
Ostm1,24.0
Nrap,24.0
Tmcc1,23.988372000000002
Gpatch2l,23.988372000000002
Etv2,23.976744
Cox6b1,23.976744
Cadps,23.976744
Pcbp1,23.965116000000002
Ttc33,23.953488
Phc3,23.941860000000002
Mex3d,23.941860000000002
Sun1,23.930232999999998
Sptlc1,23.930232999999998
Nudt18,23.930232999999998
Echdc1,23.930232999999998
1110004F10Rik,23.930232999999998
Zc3h7a,23.918605
Ryr1,23.918605
Ccdc117,23.918605
0610010F05Rik,23.918605
Snapc4,23.906976999999998
Pmpca,23.906976999999998
Ipp,23.906976999999998
Entr1,23.906976999999998
Pan3,23.895349
Rxra,23.883720999999998
H2-Ab1,23.883720999999998
Dcbld2,23.883720999999998
Cep295,23.883720999999998
Atp10a,23.883720999999998
Exosc8,23.872093
Alg5,23.872093
Lamp1,23.860464999999998
Knl1,23.848837
B4galt6,23.848837
Zfp9,23.837209
Tcea2,23.837209
Bak1,23.837209
Sox13,23.825581
Gpkow,23.825581
Zfp748,23.813953
Sdad1,23.802326
Anln,23.802326
Rit1,23.790698000000003
Egf,23.77907
Urgcp,23.767442000000003
Rem2,23.767442000000003
Fcf1,23.767442000000003
Acbd6,23.767442000000003
Polq,23.755814
Kat8,23.755814
Zfp664,23.744186
Rnf128,23.744186
Ccnd1,23.744186
Ccdc92,23.744186
Gsto1,23.72093
Dbnl,23.72093
Hnrnpm,23.709301999999997
Tdrd1,23.697674
Sectm1b,23.697674
Polr3k,23.697674
Heyl,23.697674
Ccdc186,23.697674
Oxct1,23.686047
Eprs,23.674419
Slc35a2,23.662791
Pim2,23.662791
Gskip,23.662791
Fut8,23.662791
Bambi,23.662791
Atg2b,23.662791
Anxa10,23.651163
Tgtp2,23.639535000000002
Faah,23.639535000000002
Slc25a34,23.627907
Mettl8,23.627907
Dcaf17,23.627907
Snx32,23.616279000000002
Med28,23.616279000000002
1700020D05Rik,23.616279000000002
Xirp1,23.604651
Rtraf,23.604651
Dnajc28,23.604651
Fbxo32,23.593023000000002
Cpped1,23.593023000000002
Tnfsf13,23.581395
Mettl4,23.581395
Npat,23.569767000000002
Atm,23.569767000000002
Rcc2,23.558139999999998
Pgrmc2,23.558139999999998
Mmut,23.558139999999998
Cenpq,23.558139999999998
Hlcs,23.534883999999998
Coro6,23.534883999999998
Mark3,23.523256
Ceacam16,23.523256
Zfp267,23.5
St6gal1,23.5
Slc41a2,23.5
Scarb1,23.488372000000002
Ift172,23.488372000000002
Gckr,23.488372000000002
Fndc4,23.488372000000002
Bst1,23.488372000000002
Gmps,23.476744
Zswim7,23.465116000000002
Ttc19,23.465116000000002
Psmg4,23.465116000000002
Dnajc15,23.465116000000002
Rin2,23.453488
Sorcs2,23.441860000000002
Mkrn1,23.441860000000002
Cep78,23.441860000000002
Cbr3,23.430232999999998
Muc15,23.418605
Kazn,23.418605
Dedd,23.406976999999998
Ptpn18,23.395349
Colec10,23.395349
Chmp3,23.395349
Rbm4,23.383720999999998
Mthfd1l,23.383720999999998
Zcchc17,23.372093
Vcpip1,23.372093
Uox,23.372093
Rtn1,23.372093
Psmg1,23.372093
Kifc5b,23.372093
Prpf40a,23.360464999999998
Fbxo28,23.360464999999998
Arl6ip6,23.360464999999998
Rab21,23.348837
Ppl,23.348837
Usp8,23.337209
Adprhl1,23.337209
Stra6,23.325581
Psma1,23.325581
Oxnad1,23.325581
Nae1,23.325581
Dph3,23.325581
Car7,23.325581
Prkca,23.313953
Kbtbd3,23.313953
Aasdhppt,23.313953
Exosc9,23.290698000000003
Eif4a3,23.290698000000003
Vps11,23.27907
Vash2,23.27907
Lin9,23.27907
Cln3,23.27907
Apobr,23.27907
Lbx2,23.267442000000003
Acbd3,23.267442000000003
Trappc11,23.255814
Rwdd4a,23.255814
Gnpda1,23.255814
Smarca5,23.244186
Slc25a18,23.244186
Kctd17,23.244186
Fam20a,23.244186
Hsd17b13,23.232557999999997
Acat1,23.232557999999997
Lratd1,23.22093
Ifih1,23.22093
Heg1,23.22093
Coq10a,23.22093
Zfp672,23.197674
Sh3bp5l,23.197674
Itga1,23.197674
Gp1bb,23.197674
Tor3a,23.186047
Tmem170,23.186047
Havcr1,23.186047
Cdkal1,23.186047
Agbl1,23.186047
Mov10l1,23.174419
Mlc1,23.174419
Kif5b,23.174419
Cse1l,23.174419
Kcnk1,23.162791
Ipcef1,23.162791
Csf3,23.162791
Ankrd12,23.162791
Slc7a4,23.151163
H2-Eb1,23.151163
Ehbp1,23.151163
Mdm2,23.139535000000002
Slc35e3,23.127907
Nos2,23.127907
Iba57,23.127907
Fam174a,23.127907
Aph1a,23.127907
Tnfrsf17,23.116279000000002
Snx29,23.116279000000002
Ppig,23.116279000000002
Pced1b,23.104651
Clvs1,23.104651
Amigo2,23.104651
5031439G07Rik,23.104651
Wdr43,23.093023000000002
Ube2a,23.093023000000002
Rictor,23.093023000000002
Yipf3,23.081395
Tatdn1,23.081395
Srxn1,23.081395
Polr1c,23.081395
Ndufb9,23.081395
Mef2c,23.081395
Lrrc73,23.081395
Rhobtb1,23.069767000000002
Gm2237,23.069767000000002
A930033H14Rik,23.069767000000002
Ube2g1,23.058139999999998
Tyk2,23.058139999999998
Slc25a37,23.058139999999998
Rassf4,23.058139999999998
Max,23.058139999999998
Nab2,23.046512
Tmem44,23.034883999999998
Timm44,23.034883999999998
Reps1,23.034883999999998
Ralb,23.034883999999998
Eml4,23.034883999999998
Tex22,23.023256
Syk,23.011627999999998
Nedd4l,23.011627999999998
Rnase1,23.0
Prpf19,23.0
Hfe,23.0
Extl3,23.0
Smpdl3a,22.988372000000002
Pde2a,22.988372000000002
Pax6,22.988372000000002
Bpifc,22.988372000000002
Nob1,22.976744
Hps4,22.976744
Dcdc2b,22.976744
Atp13a3,22.976744
Tbc1d2,22.965116000000002
Oma1,22.965116000000002
Becn1,22.965116000000002
Mapre2,22.953488
Cfl2,22.953488
Ankrd65,22.953488
1700037H04Rik,22.953488
Usp48,22.941860000000002
Tomm6,22.941860000000002
Prickle4,22.941860000000002
Nudt7,22.941860000000002
Nanos2,22.941860000000002
Mypop,22.941860000000002
Men1,22.941860000000002
Frs3,22.941860000000002
Yes1,22.930232999999998
Ppox,22.930232999999998
Nhlh1,22.930232999999998
Irx1,22.930232999999998
Slco2a1,22.918605
Otos,22.918605
Slc6a4,22.906976999999998
Sec24c,22.906976999999998
Pdzk1,22.906976999999998
Nat8f6,22.906976999999998
Fnbp4,22.906976999999998
Tmem255b,22.895349
Map4k2,22.895349
Ciao3,22.895349
Zfp617,22.883720999999998
Sec14l2,22.883720999999998
Pah,22.883720999999998
Gtf3c1,22.883720999999998
Fstl3,22.883720999999998
D430042O09Rik,22.883720999999998
Ttc5,22.872093
Trim5,22.872093
Helz2,22.872093
Copz1,22.872093
Cblc,22.860464999999998
Thop1,22.848837
Sgta,22.848837
Rgs12,22.848837
C1qbp,22.848837
Gpat4,22.837209
Rassf7,22.813953
Pop4,22.813953
Hltf,22.813953
2700081O15Rik,22.813953
Utp20,22.802326
Zfand1,22.790698000000003
Sytl2,22.790698000000003
Sult4a1,22.790698000000003
Ankrd33b,22.790698000000003
Zfp456,22.77907
Gsx2,22.77907
Gdi2,22.77907
Usp39,22.767442000000003
Schip1,22.767442000000003
Rassf3,22.767442000000003
Ccdc86,22.767442000000003
Abl2,22.767442000000003
Tubb4a,22.755814
Lpin2,22.755814
Exosc6,22.755814
Ttc21a,22.744186
Pnpla6,22.744186
Nup133,22.744186
Gorasp1,22.744186
Slc31a2,22.732557999999997
Nfe2l3,22.732557999999997
Kbtbd2,22.732557999999997
Cnr2,22.732557999999997
Smbd1,22.72093
Slc38a10,22.72093
Rev1,22.72093
Ogfr,22.72093
Mrgbp,22.72093
Fam131a,22.72093
9430038I01Rik,22.72093
Olfr527,22.697674
Lonp1,22.697674
Eefsec,22.697674
Catsperd,22.697674
Bhlhe41,22.697674
Mpp4,22.686047
Kcnj8,22.686047
Sox15,22.674419
Tmx4,22.662791
H2az2,22.662791
Slc25a45,22.651163
Frmd8,22.651163
Cxcr6,22.651163
Ralgps2,22.639535000000002
Lax1,22.627907
H2-Q10,22.627907
Eral1,22.627907
Galnt6,22.616279000000002
Rps5,22.604651
Rnf225,22.604651
Stip1,22.593023000000002
Sox18,22.593023000000002
Mta1,22.593023000000002
Lsm5,22.593023000000002
Tmem198,22.581395
Oaz3,22.581395
Mrpl9,22.581395
Eef1akmt1,22.581395
Chpf,22.581395
Ccndbp1,22.581395
Prkcd,22.569767000000002
Myo5c,22.569767000000002
Klhl25,22.569767000000002
Pusl1,22.558139999999998
Acsl4,22.558139999999998
Acap3,22.558139999999998
Tcn2,22.546512
Slc30a6,22.546512
Hba-x,22.546512
Gas1,22.546512
Olfr1395,22.534883999999998
Vps41,22.523256
Ss18l2,22.523256
Rnf146,22.523256
Kcns3,22.523256
Ipo8,22.523256
Spz1,22.511627999999998
Sirt3,22.511627999999998
Rhbdf1,22.511627999999998
Psmd13,22.511627999999998
Hoxa9,22.511627999999998
Fam98b,22.511627999999998
Mocos,22.5
Mapkap1,22.5
Vps54,22.488372000000002
Mss51,22.488372000000002
Pex26,22.476744
Prkcz,22.465116000000002
Dync2h1,22.465116000000002
Dcun1d5,22.465116000000002
Pmm1,22.453488
Nucb2,22.453488
Nim1k,22.453488
Tyw3,22.441860000000002
Stk25,22.441860000000002
Rap1gap,22.441860000000002
Cryz,22.441860000000002
Tssk1,22.430232999999998
Snx9,22.430232999999998
Zfp26,22.406976999999998
Tsc1,22.406976999999998
Thada,22.406976999999998
Sult2b1,22.406976999999998
Stt3b,22.406976999999998
Rab5c,22.406976999999998
Mmp27,22.406976999999998
Pi4kb,22.383720999999998
Cxcl5,22.383720999999998
Adam12,22.383720999999998
Gm5861,22.372093
Abcc10,22.372093
Xpc,22.348837
Slc49a4,22.348837
Ppdpf,22.348837
Lsm3,22.348837
Gldc,22.348837
Rpusd2,22.337209
Lgals12,22.337209
Cnot1,22.337209
Ccdc32,22.337209
Ahsa2,22.337209
Lrch3,22.325581
Wdhd1,22.302326
Socs4,22.302326
Med18,22.302326
Mdp1,22.302326
Crbn,22.302326
Coro1b,22.302326
Cenpw,22.302326
Rnmt,22.290698000000003
Olfr148,22.290698000000003
Fam210a,22.290698000000003
Erp27,22.290698000000003
Cers1,22.290698000000003
AW551984,22.290698000000003
Acss1,22.290698000000003
Mybph,22.267442000000003
Snrnp48,22.255814
Ccdc93,22.255814
Piwil4,22.244186
Comtd1,22.244186
A430057M04Rik,22.244186
Qk,22.232557999999997
Mafg,22.232557999999997
Jakmip1,22.232557999999997
Cab39,22.232557999999997
Vav2,22.22093
Tmem170b,22.22093
Olfr9,22.22093
Lrrk1,22.22093
Havcr2,22.22093
Tmem42,22.209301999999997
Pde7b,22.209301999999997
Msl2,22.209301999999997
Homer1,22.209301999999997
Tmem8b,22.186047
Timm50,22.186047
Fam221b,22.186047
Atp5e,22.186047
Rfxank,22.174419
Nup93,22.174419
Gm45929,22.174419
Gigyf1,22.174419
Borcs8,22.174419
Parp12,22.162791
Rabl6,22.139535000000002
Nab1,22.139535000000002
Tbc1d19,22.116279000000002
Mpi,22.116279000000002
Limk2,22.116279000000002
Pld2,22.104651
Zfp7,22.093023000000002
Zfp251,22.093023000000002
Vezt,22.093023000000002
Mrpl23,22.093023000000002
Fgd6,22.093023000000002
Disp2,22.093023000000002
Ifi203,22.081395
Hmgcr,22.069767000000002
Cyfip1,22.058139999999998
Acads,22.058139999999998
Snrpa1,22.046512
Nphp1,22.046512
Mtpap,22.046512
Kmt5c,22.046512
Fam219b,22.046512
Acyp1,22.046512
Slc39a6,22.034883999999998
Gltp,22.034883999999998
Elp2,22.034883999999998
Lexm,22.023256
Enpp3,22.023256
Mlxip,22.011627999999998
Mettl7b,22.011627999999998
Iars,22.011627999999998
Rgs14,22.0
Nrep,22.0
Mroh7,22.0
Lman2,22.0
Gmds,22.0
Fam151a,22.0
Dicer1,22.0
Cnep1r1,22.0
Cenph,22.0
Ankrd6,22.0
Trabd,21.988372000000002
Chmp6,21.988372000000002
Cc2d1b,21.988372000000002
St6galnac2,21.976744
Myadm,21.976744
Mageh1,21.976744
Zfp667,21.965116000000002
Paip1,21.965116000000002
Golgb1,21.965116000000002
Gabarapl1,21.965116000000002
Caap1,21.965116000000002
Unc13d,21.953488
Ttc25,21.941860000000002
Nlrx1,21.941860000000002
Lrch4,21.941860000000002
Fbxo24,21.941860000000002
Dpm2,21.941860000000002
Dnaaf2,21.941860000000002
Plxdc1,21.930232999999998
Acaca,21.930232999999998
Wfdc11,21.918605
Glcci1,21.918605
Dohh,21.918605
Slc10a7,21.906976999999998
Rbmxl1,21.906976999999998
Map2k5,21.906976999999998
Zfp3,21.895349
Snrnp40,21.895349
Pvr,21.895349
Ptn,21.895349
Eef1akmt2,21.895349
Abraxas2,21.895349
Tbx19,21.883720999999998
Rtn4r,21.883720999999998
Ggact,21.872093
Was,21.860464999999998
Pbx4,21.860464999999998
