Target_genes,Score
Opa3,46.267441999999996
Ap1ar,46.267441999999996
Prl3c1,46.255814
Mef2d,46.255814
Cdc42,46.255814
4932438H23Rik,46.255814
Chek1,46.244186
Rubcn,46.232558000000004
Fyttd1,46.232558000000004
Smad5,46.220929999999996
Tbcd,46.209302
Rab11fip3,46.197674
Rps23,46.186046999999995
Rb1cc1,46.186046999999995
Mtus1,46.186046999999995
Hspa4,46.186046999999995
Pigm,46.174419
Zbtb8os,46.151163000000004
Rbbp4,46.151163000000004
Mpc1,46.151163000000004
Lyrm1,46.151163000000004
Dcun1d3,46.151163000000004
Tbl1xr1,46.127907
Oxr1,46.127907
Evi5l,46.127907
Fam83a,46.116279
Ebp,46.104651000000004
Chpf2,46.093022999999995
3110040N11Rik,46.093022999999995
Atxn7l1,46.081395
Dph6,46.046512
Fam167b,46.011628
Clint1,46.011628
Tsc22d4,45.988372
Nyap1,45.988372
Deptor,45.988372
Trio,45.976744000000004
Nsa2,45.976744000000004
Gfm2,45.976744000000004
Chid1,45.976744000000004
Gpr152,45.965115999999995
Cabp4,45.965115999999995
Phax,45.918605
Mak16,45.918605
Aldh7a1,45.918605
Tep1,45.906977000000005
Egr2,45.906977000000005
Xcr1,45.895348999999996
Cdc42ep1,45.895348999999996
Zbtb32,45.883721
Slc12a8,45.883721
H13,45.883721
Dcxr,45.872093
Asb8,45.872093
Dclre1b,45.860465000000005
Ap4b1,45.860465000000005
Larp1,45.848836999999996
Il20ra,45.848836999999996
Abracl,45.848836999999996
Ubr2,45.837209
Ly6e,45.790698
Rpl8,45.779070000000004
Commd5,45.779070000000004
Spata2,45.767441999999996
Rasl11b,45.767441999999996
Ccdc126,45.767441999999996
Tspan17,45.744186
Eif4e1b,45.744186
St3gal3,45.720929999999996
Sowahb,45.720929999999996
Mphosph9,45.720929999999996
Cd163l1,45.709302
Cachd1,45.709302
Smim20,45.697674
Ppif,45.662791
Tnks1bp1,45.651163000000004
Aggf1,45.651163000000004
Rad50,45.627907
Faap24,45.627907
Calhm1,45.627907
Tfcp2,45.616279
Tatdn3,45.616279
Prepl,45.616279
Nsl1,45.616279
Camkmt,45.616279
Zcwpw1,45.593022999999995
Pigz,45.593022999999995
Mapk11,45.593022999999995
Lrsam1,45.593022999999995
Lap3,45.593022999999995
Dusp26,45.593022999999995
Tsc22d3,45.581395
Gm867,45.55814
Dnajc16,45.55814
Casp9,45.55814
Aqp3,45.55814
Tmem138,45.534884000000005
Pigo,45.534884000000005
Cyb561a3,45.534884000000005
Bach1,45.534884000000005
Qdpr,45.523255999999996
Cyren,45.523255999999996
Clrn2,45.523255999999996
A430005L14Rik,45.5
Pus7,45.476744000000004
Il11,45.476744000000004
Hmgn2,45.476744000000004
Chd7,45.476744000000004
Kdm6a,45.453488
Fam160a2,45.453488
Ermp1,45.453488
Cnga4,45.453488
Cdr2l,45.453488
Rp9,45.44186
Rita1,45.44186
Ddx54,45.44186
Tc2n,45.418605
Rnf144b,45.406977000000005
Npdc1,45.406977000000005
Entpd2,45.406977000000005
Dda1,45.383721
Pik3r3,45.372093
Ndufs5,45.372093
Mcm3,45.372093
Snapin,45.337209
Fabp12,45.337209
Tial1,45.325581
Pde5a,45.290698
Mrpl34,45.279070000000004
Galk2,45.279070000000004
Cops2,45.279070000000004
Abhd8,45.279070000000004
Myo19,45.267441999999996
Pde10a,45.255814
Eif4g1,45.220929999999996
Slc25a15,45.209302
Tnfrsf23,45.197674
Fam13a,45.197674
Rbm34,45.174419
Hs1bp3,45.174419
Cd101,45.174419
Txnl4a,45.151163000000004
Rbfa,45.151163000000004
Tcf23,45.139534999999995
Shld1,45.139534999999995
Scnn1b,45.127907
Paip2b,45.116279
Acy3,45.116279
Uxt,45.104651000000004
Fscn2,45.104651000000004
Comt,45.104651000000004
Ppp1r12b,45.081395
Hmgb1,45.081395
Cox8a,45.081395
Rexo4,45.069767
Rapgef5,45.05814
Htra2,45.05814
Gpr107,45.05814
Dqx1,45.05814
Aup1,45.05814
Ptger4,45.034884000000005
Mrpl37,45.034884000000005
Cyb5rl,45.034884000000005
Smim10l1,45.023255999999996
Prrx2,45.023255999999996
Simc1,45.0
Rab3ip,45.0
Pygo2,45.0
Pbxip1,45.0
Tsfm,44.988372
Slc27a4,44.988372
Mphosph8,44.988372
Spty2d1,44.976744000000004
Prpsap2,44.976744000000004
Rbm38,44.965115999999995
Abcb1b,44.965115999999995
Spp1,44.953488
Ostf1,44.953488
Nmrk1,44.953488
Ran,44.930233
Ccnc,44.930233
Tor1aip2,44.895348999999996
Rrm2b,44.895348999999996
Dap3,44.872093
Adamts17,44.872093
Nkiras2,44.860465000000005
Dnajc7,44.860465000000005
Tjp1,44.848836999999996
Muc13,44.813953000000005
Eef1e1,44.813953000000005
Uhrf2,44.802326
Rgl1,44.802326
Ppie,44.790698
Dhrs7,44.790698
Zfp90,44.779070000000004
Synj2,44.779070000000004
Morf4l2,44.779070000000004
Gm29733,44.779070000000004
Gabpb1,44.779070000000004
Fam78a,44.755814
Ypel1,44.744186
Fam149b,44.744186
Ecd,44.744186
Ndufa5,44.732558000000004
Hnrnpa3,44.732558000000004
Bola1,44.732558000000004
Asb15,44.732558000000004
Tsacc,44.709302
Cct3,44.709302
Srsf10,44.686046999999995
Hnrnpul1,44.686046999999995
Trpv4,44.662791
Nedd4,44.651163000000004
1700013G24Rik,44.639534999999995
Gm10778,44.593022999999995
Prpsap1,44.581395
Prmt1,44.581395
Cutal,44.569767
Aldh2,44.569767
Slc22a15,44.55814
Pcdh15,44.55814
Zfp639,44.523255999999996
Nsrp1,44.523255999999996
Htr3a,44.523255999999996
Pcnp,44.511628
Dmwd,44.511628
Creb3l3,44.511628
Virma,44.488372
Bpgm,44.488372
Rpl7,44.476744000000004
Rdh10,44.476744000000004
Kctd14,44.476744000000004
Ankrd40,44.465115999999995
Zfp975,44.453488
Tnfaip3,44.44186
Skap1,44.44186
Gcgr,44.44186
Rbm5,44.418605
Gm5148,44.418605
Rpl37,44.406977000000005
Phospho1,44.383721
Ncaph,44.383721
Man1a2,44.383721
Ddx10,44.372093
Sp1,44.337209
Rint1,44.325581
Ints3,44.325581
Inpp5f,44.325581
Arfip1,44.302326
Ndufs3,44.290698
Kbtbd4,44.290698
Sos1,44.279070000000004
Pigl,44.279070000000004
Zbtb39,44.255814
Rnf19a,44.244186
Tmem18,44.232558000000004
Plekhf1,44.209302
Hps6,44.209302
Armh3,44.209302
Trp73,44.186046999999995
Galnt7,44.186046999999995
Abt1,44.186046999999995
Man2a1,44.162791
Ago1,44.162791
Ing2,44.151163000000004
Cul9,44.151163000000004
Rnf169,44.139534999999995
Ndufs7,44.139534999999995
Gtpbp4,44.139534999999995
Garem1,44.139534999999995
Xpnpep1,44.127907
Paip2,44.116279
Lilr4b,44.116279
Ube3b,44.104651000000004
Ldb1,44.104651000000004
Kctd10,44.104651000000004
Sh2d3c,44.093022999999995
Trp53rka,44.081395
Trmt112,44.081395
Prdx5,44.081395
Adam17,44.05814
Irgq,44.046512
Fam204a,44.046512
Usp45,44.034884000000005
Tstd3,44.034884000000005
Trmt10c,44.034884000000005
Tpd52l2,44.011628
Cxcr3,44.011628
Abhd16b,44.011628
Retnlb,43.976744000000004
Tcof1,43.965115999999995
Nyx,43.965115999999995
Fetub,43.965115999999995
Wdr3,43.94186
Dnajc9,43.94186
Nrbp2,43.918605
Hddc2,43.918605
Gm550,43.906977000000005
Pdss1,43.883721
Usp9x,43.872093
Fhod3,43.872093
Zcchc13,43.860465000000005
Naaa,43.825581
Spindoc,43.813953000000005
Uck2,43.802326
Pan2,43.790698
Il23a,43.790698
Gstt4,43.790698
Ufl1,43.767441999999996
Rab24,43.767441999999996
Prelid1,43.767441999999996
Ttc4,43.755814
Tmem150a,43.755814
Rgs16,43.755814
Mvk,43.744186
Mmab,43.744186
Ppp1r7,43.720929999999996
Pask,43.720929999999996
Rpe,43.709302
Myl7,43.686046999999995
Lix1,43.651163000000004
Dhx40,43.651163000000004
Tfeb,43.616279
Snrpg,43.616279
Ifnlr1,43.616279
Fam136a,43.616279
Bach2,43.616279
Lmbr1l,43.604651000000004
Anapc5,43.604651000000004
Meak7,43.593022999999995
Mapkbp1,43.593022999999995
4930415O20Rik,43.581395
Rassf2,43.569767
Dennd1b,43.569767
Fuz,43.55814
Spats2l,43.546512
Nbn,43.534884000000005
Hspb7,43.523255999999996
Eno1b,43.523255999999996
Crocc2,43.523255999999996
Clcnkb,43.523255999999996
Ptpn3,43.511628
Snupn,43.5
Denr,43.488372
Cdc42se2,43.465115999999995
Idi1,43.453488
Cbr2,43.453488
Abhd18,43.453488
Wdr27,43.430233
1600012H06Rik,43.430233
Nasp,43.418605
Abi2,43.406977000000005
Zfp809,43.395348999999996
Glycam1,43.395348999999996
Pex12,43.360465000000005
Keg1,43.348836999999996
Elk4,43.337209
Slc29a4,43.325581
Xrn1,43.313953000000005
Col18a1,43.302326
Txndc16,43.279070000000004
Gpr137c,43.279070000000004
Atp5g3,43.279070000000004
Ttll12,43.267441999999996
Sumo1,43.267441999999996
P2rx3,43.255814
Tcf25,43.244186
Fzd4,43.232558000000004
Cmtr2,43.220929999999996
Dera,43.186046999999995
Ccnt1,43.186046999999995
Vamp8,43.162791
Trim12a,43.162791
Ikzf5,43.139534999999995
Acadsb,43.139534999999995
Rab22a,43.116279
Dyrk3,43.104651000000004
Dis3l,43.093022999999995
Hcn4,43.081395
Wdr70,43.05814
Trak2,43.05814
Stradb,43.05814
Rac1,43.05814
Ecscr,43.05814
1700066B19Rik,43.05814
Stk24,43.034884000000005
Pfkfb3,43.011628
Zfand2a,42.988372
Ghr,42.988372
Vash1,42.965115999999995
Rarres2,42.953488
Mta2,42.94186
Zfp189,42.930233
Sfr1,42.930233
Mrpl50,42.930233
Kpna2,42.930233
Cry2,42.930233
Fam117b,42.918605
Rpl36a,42.906977000000005
Mis18a,42.906977000000005
Btk,42.906977000000005
Lrp2,42.860465000000005
E4f1,42.860465000000005
Cap1,42.860465000000005
Macroh2a1,42.848836999999996
Srp54c,42.837209
Srp54b,42.837209
Rcbtb1,42.837209
Tns2,42.825581
Elac1,42.825581
Tpmt,42.813953000000005
Pxdc1,42.813953000000005
Phf5a,42.813953000000005
Kdm1b,42.813953000000005
Fads6,42.813953000000005
Aco2,42.813953000000005
4930579F01Rik,42.813953000000005
Polr1d,42.790698
Atp5g2,42.779070000000004
Evl,42.767441999999996
Ndufa6,42.755814
Fkbp2,42.755814
Arnt,42.755814
Slc5a5,42.732558000000004
1700012B07Rik,42.732558000000004
Slc30a5,42.720929999999996
Arl2,42.709302
Ahsg,42.709302
Slc38a1,42.697674
Uqcrfs1,42.674419
Mkrn2os,42.674419
Krt75,42.674419
Slc25a22,42.651163000000004
Crybb3,42.651163000000004
Styxl1,42.627907
Mdh2,42.627907
Tmsb10,42.616279
Rab33b,42.616279
Dynll2,42.604651000000004
Twsg1,42.593022999999995
Trim3,42.593022999999995
Timm10b,42.593022999999995
Tap2,42.593022999999995
Lrrc51,42.593022999999995
B4galt7,42.593022999999995
Arfip2,42.593022999999995
Def6,42.581395
Tmem223,42.569767
Tmem179b,42.569767
Kpnb1,42.569767
Ap2b1,42.569767
Slc33a1,42.55814
Osbpl2,42.55814
Btbd11,42.55814
Ist1,42.546512
Mrps16,42.523255999999996
Ankle2,42.523255999999996
Msh4,42.511628
Rnf11,42.488372
Poglut3,42.488372
Rpf2,42.476744000000004
N4bp1,42.476744000000004
Tead1,42.465115999999995
L3hypdh,42.465115999999995
Jkamp,42.465115999999995
Ptprf,42.453488
Wwc2,42.44186
Tada2b,42.44186
Ccdc96,42.44186
Rps15,42.430233
Ninj2,42.418605
Ifnab,42.406977000000005
Heatr1,42.406977000000005
Vegfb,42.395348999999996
Impact,42.383721
Nfyc,42.372093
Gm12185,42.360465000000005
Klhl3,42.325581
Gulo,42.325581
Map2k2,42.313953000000005
Atxn3,42.313953000000005
Camsap2,42.302326
Wdr60,42.267441999999996
Rnf4,42.267441999999996
Nptn,42.255814
Tmem104,42.244186
Nat9,42.244186
Ctbp2,42.244186
Hadhb,42.232558000000004
Hadha,42.232558000000004
Ubn1,42.197674
Glyr1,42.197674
Ccdc153,42.174419
Cbl,42.174419
Sppl2a,42.139534999999995
Sct,42.139534999999995
Cdhr5,42.139534999999995
Wdr4,42.127907
Ndufv3,42.127907
Ltb4r2,42.127907
Ltb4r1,42.127907
Pank1,42.116279
Tor1aip1,42.081395
Gm2a,42.081395
Flad1,42.046512
Armcx6,42.046512
Armcx3,42.046512
Ccna2,42.034884000000005
Adamts13,42.011628
Rgs7bp,42.0
Npm3,41.988372
Fgf8,41.988372
Anapc10,41.988372
Abce1,41.988372
Dnajc1,41.976744000000004
Rab28,41.965115999999995
Ndufs2,41.965115999999995
Adamts4,41.965115999999995
Efcab10,41.953488
Atp6v1e1,41.953488
Slc16a13,41.94186
Mief1,41.94186
Tnfaip8l2,41.930233
Pkn3,41.930233
Atp1b3,41.930233
Ercc1,41.918605
Rhbdl1,41.906977000000005
Tmem217,41.895348999999996
Tbc1d22b,41.895348999999996
St3gal1,41.895348999999996
Lurap1l,41.883721
Tfap4,41.860465000000005
Pus10,41.837209
Pex13,41.837209
Grk2,41.825581
Efcab2,41.825581
Atp5j2,41.825581
Fdx1,41.813953000000005
Kif13a,41.802326
Dock7,41.802326
Rdh14,41.790698
Prmt7,41.790698
Slc14a1,41.779070000000004
Ceacam1,41.767441999999996
Prkacb,41.732558000000004
Eda,41.732558000000004
Cst3,41.732558000000004
Zfp169,41.720929999999996
Smagp,41.720929999999996
Rbbp6,41.709302
Ppp1r14b,41.709302
Rabggtb,41.686046999999995
Pde9a,41.686046999999995
Kmt2b,41.662791
Ipmk,41.639534999999995
Cisd1,41.639534999999995
Zfp592,41.627907
Otub1,41.627907
Vps18,41.616279
P2ry12,41.616279
Arcn1,41.616279
Setbp1,41.604651000000004
Pgghg,41.593022999999995
Flcn,41.593022999999995
Zfp943,41.581395
Zfp942,41.581395
Slc6a6,41.581395
Crot,41.581395
N4bp3,41.569767
Ssbp2,41.55814
Mrps33,41.546512
Arsb,41.546512
Acvr1b,41.534884000000005
Zfp628,41.511628
Nat14,41.511628
Gm36210,41.511628
Cidea,41.511628
Vill,41.5
Pfas,41.5
Mustn1,41.5
Igfbp7,41.5
Gpsm2,41.5
Ctc1,41.5
Tmem106a,41.476744000000004
Nmral1,41.476744000000004
Spr,41.465115999999995
Mrpl48,41.44186
Pelo,41.418605
Zfp119b,41.406977000000005
Milr1,41.406977000000005
Itsn1,41.406977000000005
Cryzl1,41.406977000000005
Rbbp5,41.395348999999996
Slu7,41.383721
Pttg1,41.383721
Smim41,41.372093
Ralbp1,41.348836999999996
Hvcn1,41.337209
Dysf,41.337209
Ankar,41.337209
Mfsd8,41.313953000000005
Rras2,41.302326
Aqp4,41.302326
Ube2v1,41.290698
P2rx4,41.290698
Cox7a1,41.279070000000004
Lrif1,41.267441999999996
Acad12,41.267441999999996
Slc35f6,41.255814
Trim63,41.244186
Pou3f2,41.244186
Il7r,41.244186
Csnk1g3,41.244186
Unc5b,41.220929999999996
Eif5,41.220929999999996
Mycbp2,41.209302
Pidd1,41.197674
Yif1a,41.186046999999995
Tmem151a,41.186046999999995
Prex2,41.186046999999995
Itprid2,41.186046999999995
Tifa,41.174419
Gpr61,41.174419
Gpd1l,41.174419
Gnai3,41.174419
Dmpk,41.174419
Alpk1,41.174419
Rbl1,41.162791
Cpeb2,41.162791
Spint2,41.151163000000004
Ppp1r14a,41.151163000000004
Camsap3,41.151163000000004
Slc16a5,41.139534999999995
Zfhx3,41.127907
Wnk4,41.127907
LOC114841036,41.127907
Pld4,41.104651000000004
Zbtb41,41.093022999999995
Wtap,41.069767
Tpgs1,41.069767
Madcam1,41.069767
Prkra,41.05814
Pjvk,41.05814
Srcap,41.023255999999996
Tox4,41.011628
Rab2b,41.011628
Osgin2,41.0
Ankrd37,41.0
Nelfb,40.988372
Scd2,40.976744000000004
Casc3,40.965115999999995
Camk2n1,40.965115999999995
Slmap,40.953488
Slc25a5,40.953488
Nars2,40.953488
Gabpa,40.953488
Cspp1,40.953488
Atp5j,40.953488
Wdr1,40.94186
Pcyt1a,40.94186
Pak2,40.94186
Coro1c,40.94186
Trim21,40.930233
Rasa2,40.930233
Tmem60,40.918605
Phtf2,40.918605
Arntl2,40.918605
Hint1,40.906977000000005
Dtx3,40.895348999999996
Arhgef25,40.895348999999996
Gjb1,40.883721
Arl4a,40.883721
Dpp7,40.872093
Sec24a,40.848836999999996
Kcnc1,40.848836999999996
Fcgr3,40.848836999999996
Sar1b,40.825581
Naca,40.825581
Igsf10,40.825581
Dennd5a,40.813953000000005
Ssh1,40.802326
Ms4a6b,40.802326
Bace1,40.802326
Zhx1,40.790698
Mrpl53,40.790698
Kcnh2,40.790698
Sel1l,40.779070000000004
Rusc2,40.779070000000004
Isg15,40.779070000000004
Agrn,40.779070000000004
Sac3d1,40.755814
Iqgap1,40.755814
Tex15,40.744186
Dus1l,40.744186
Pik3c3,40.732558000000004
Itpripl1,40.732558000000004
Txndc9,40.720929999999996
Eif5b,40.720929999999996
Tmem131,40.709302
Pgam5,40.697674
Ctnnd1,40.697674
Btbd18,40.697674
Fxr1,40.686046999999995
Vps25,40.662791
Slc43a1,40.662791
Rbl2,40.662791
Rab7b,40.627907
Cdkn1b,40.627907
Slc6a19os,40.616279
Mbd2,40.593022999999995
Jrk,40.593022999999995
Exd1,40.593022999999995
Chp1,40.593022999999995
Cdc34,40.593022999999995
Ccdc142,40.593022999999995
Mlh3,40.581395
Trp53bp2,40.569767
Tns4,40.569767
Zfp944,40.523255999999996
Zfp758,40.523255999999996
Got2,40.523255999999996
Arhgap24,40.511628
Snx22,40.5
Mlh1,40.5
Epm2aip1,40.5
Sephs1,40.453488
Hs3st3b1,40.453488
Fam178b,40.453488
Cox5b,40.453488
Mrpl11,40.44186
Zfp110,40.430233
Slc25a28,40.430233
Ehd4,40.430233
Dync1h1,40.430233
Sema4f,40.418605
Sec11c,40.418605
Ptar1,40.406977000000005
Irf6,40.383721
Vdac2,40.372093
Mrps9,40.372093
Pfkl,40.360465000000005
Lefty1,40.348836999999996
Usp46,40.325581
Rnf8,40.313953000000005
Lpo,40.313953000000005
Rbck1,40.267441999999996
Prss30,40.267441999999996
Cers5,40.267441999999996
Camk2a,40.267441999999996
Eef1aknmt,40.255814
Itgb1bp1,40.232558000000004
Cpsf3,40.232558000000004
Pef1,40.220929999999996
Gpbp1,40.220929999999996
Asb7,40.220929999999996
Krit1,40.209302
Ankib1,40.209302
B4galnt1,40.186046999999995
Ost4,40.174419
Fam240a,40.174419
Aftph,40.174419
Pfdn5,40.162791
Myg1,40.162791
Psma2,40.151163000000004
Mrpl32,40.151163000000004
Ttll11,40.139534999999995
Igfbp4,40.116279
Lsm14b,40.104651000000004
Ptp4a1,40.093022999999995
Csn3,40.093022999999995
Caml,40.069767
Mobp,40.05814
BC053393,40.05814
Rbis,40.046512
Csgalnact1,40.034884000000005
Zbtb40,40.023255999999996
Fryl,40.011628
1700123O20Rik,40.011628
Pex2,40.0
Ptgds,39.976744000000004
Paxx,39.976744000000004
1700019D03Rik,39.976744000000004
Zfp335,39.965115999999995
Psph,39.965115999999995
Cct6a,39.965115999999995
Asb16,39.953488
Irak2,39.94186
Arf1,39.94186
Donson,39.930233
Cnot11,39.930233
Septin11,39.918605
Prr5l,39.918605
Nup155,39.918605
Tesmin,39.906977000000005
B9d2,39.895348999999996
Acsl1,39.895348999999996
Tnfaip1,39.860465000000005
Ift20,39.860465000000005
Ppp1r12c,39.848836999999996
Frg2f1,39.848836999999996
Foxj3,39.848836999999996
Cdc37l1,39.848836999999996
Mroh3,39.837209
Id4,39.837209
Ecrg4,39.837209
Mettl5,39.825581
Ppil3,39.802326
Nif3l1,39.802326
Heatr6,39.802326
Tmem91,39.779070000000004
Smpdl3b,39.779070000000004
Phox2b,39.767441999999996
Aldh3a2,39.732558000000004
Tank,39.709302
Mettl26,39.697674
Csrp1,39.697674
Apc,39.686046999999995
Mtch2,39.674419
Il2,39.674419
BC048507,39.674419
Cox7a2l,39.662791
Olfr1423,39.651163000000004
Fbxo31,39.651163000000004
Gpr153,39.639534999999995
Aqp9,39.639534999999995
Topbp1,39.627907
Lars2,39.627907
Slc39a13,39.616279
Mospd3,39.616279
Clic3,39.616279
Clcc1,39.616279
Gipc1,39.604651000000004
Galc,39.604651000000004
Card11,39.593022999999995
Tent5a,39.569767
Phf14,39.569767
Ndufa4,39.569767
Col1a1,39.569767
Camk2d,39.569767
Gdf7,39.546512
Slc22a8,39.534884000000005
Kank3,39.534884000000005
Snx12,39.523255999999996
Abca3,39.523255999999996
Abca17,39.523255999999996
Zfp174,39.511628
Wdfy2,39.511628
Olfr15,39.511628
Tbc1d7,39.5
Ggt1,39.488372
Zmynd12,39.476744000000004
Ppcs,39.476744000000004
Trap1,39.465115999999995
Tet2,39.465115999999995
Med14,39.465115999999995
B3galt5,39.453488
Psmd6,39.44186
Phactr4,39.44186
Dnajc12,39.44186
Zfp280d,39.418605
Cp,39.406977000000005
Neurl3,39.395348999999996
Rasgrf1,39.372093
Pomp,39.360465000000005
Parp6,39.325581
Ggt7,39.313953000000005
Get1,39.302326
U2af1l4,39.290698
Ttyh3,39.290698
Psenen,39.290698
Megf8,39.290698
Igflr1,39.290698
Atp11b,39.290698
Smg9,39.279070000000004
Adrb3,39.279070000000004
Plau,39.267441999999996
Oga,39.267441999999996
Bin1,39.267441999999996
Timm13,39.255814
Slc13a2,39.255814
Tdrd3,39.244186
P2rx6,39.244186
Lrrc74b,39.244186
Brwd1,39.244186
Txnrd2,39.232558000000004
Fer,39.232558000000004
Pdxk,39.220929999999996
Mga,39.220929999999996
Wdr26,39.209302
Dguok,39.209302
Cstf1,39.209302
Aurka,39.209302
Ablim3,39.209302
Thpo,39.197674
Hibadh,39.197674
Chrd,39.197674
Pkp3,39.174419
Srp19,39.162791
Ptprc,39.162791
Lonrf3,39.162791
Cops7a,39.162791
Mroh6,39.151163000000004
Gsn,39.151163000000004
Abr,39.139534999999995
Evi5,39.127907
Olfr524,39.116279
Mxra8,39.116279
Gmfb,39.116279
Cgrrf1,39.116279
Hexim2,39.104651000000004
Nrf1,39.093022999999995
Mgat1,39.093022999999995
Arhgap30,39.093022999999995
Psca,39.081395
Kiss1,39.069767
Golt1a,39.069767
Tpm4,39.046512
Sptssa,39.046512
Setdb2,39.034884000000005
Neil2,39.034884000000005
Gramd1b,39.034884000000005
Gm45935,39.034884000000005
F2rl1,39.034884000000005
Dusp11,39.034884000000005
Cab39l,39.034884000000005
Smim8,39.011628
Set,39.011628
Crlf3,39.011628
Atad5,39.011628
Atad2b,39.0
Sec61g,38.976744000000004
Pbx1,38.976744000000004
Ift46,38.965115999999995
Lrrc56,38.953488
Hmces,38.953488
Zfyve27,38.94186
Snx21,38.94186
Serp1,38.94186
Pip4p2,38.94186
Eif2a,38.94186
Tmed4,38.918605
Gabpb2,38.918605
Ddx56,38.918605
Etfrf1,38.906977000000005
Casc1,38.906977000000005
Nrxn2,38.895348999999996
Mycbp,38.895348999999996
Zzz3,38.883721
Inpp4a,38.883721
Pkd1l2,38.860465000000005
Ccdc167,38.860465000000005
Hars2,38.848836999999996
Hars,38.848836999999996
Ubl7,38.837209
Lbr,38.837209
Cmtm7,38.825581
Commd3,38.802326
Cacna1s,38.802326
Ascl5,38.802326
Tomt,38.790698
Lamtor1,38.790698
Anapc15,38.790698
Naprt,38.779070000000004
Drap1,38.779070000000004
Cyp51,38.779070000000004
AI837181,38.779070000000004
Fbxo34,38.755814
L2hgdh,38.744186
Dmac2l,38.744186
Sh3rf1,38.720929999999996
Slc27a3,38.686046999999995
Myl10,38.686046999999995
Slc18a1,38.674419
Atp6v1b2,38.674419
Bcor,38.651163000000004
Olfr54,38.639534999999995
Deaf1,38.639534999999995
Tmf1,38.627907
Olig1,38.627907
Anp32a,38.627907
Tgfb1,38.604651000000004
Ldhb,38.604651000000004
Arf3,38.604651000000004
Slc16a11,38.569767
Slc8b1,38.55814
Lrp11,38.55814
Tex46,38.546512
Kdm2a,38.546512
Kdm1a,38.546512
4932438A13Rik,38.534884000000005
Sox12,38.523255999999996
Tut7,38.511628
Lnx2,38.511628
Mettl7a1,38.5
Pfkm,38.488372
Hras,38.488372
Stim2,38.453488
Pdpn,38.453488
Pigq,38.44186
Nhlrc4,38.44186
Tectb,38.430233
Pfkfb2,38.418605
Fam168a,38.418605
Zfp87,38.406977000000005
Gabrb3,38.406977000000005
Pnpla2,38.395348999999996
Plxnb1,38.395348999999996
Rabl3,38.383721
Lilrb4a,38.383721
Gtf2e1,38.383721
Rfc4,38.372093
Tnip3,38.360465000000005
Vipas39,38.337209
Rabgef1,38.337209
Art2a,38.337209
Ahsa1,38.337209
Zfp106,38.325581
Snap23,38.325581
Nipal1,38.313953000000005
Itgb8,38.313953000000005
Prcd,38.302326
H1f8,38.302326
Pkdrej,38.290698
Lekr1,38.290698
Cdpf1,38.290698
Ppt1,38.279070000000004
Hamp,38.279070000000004
Wdpcp,38.267441999999996
Slc9a8,38.267441999999996
Pds5b,38.267441999999996
N4bp2l2,38.267441999999996
Mdh1,38.267441999999996
Itgal,38.255814
Fbxl19,38.255814
F12,38.255814
Ifna7,38.244186
Rock2,38.220929999999996
Optc,38.220929999999996
Ythdf2,38.209302
Olfr1513,38.186046999999995
B3gnt3,38.186046999999995
Kctd20,38.151163000000004
Ywhae,38.139534999999995
Usp7,38.139534999999995
Tssk6,38.127907
Tex2,38.127907
Ndufa13,38.127907
Ift27,38.116279
Zfp704,38.104651000000004
Fbxw7,38.104651000000004
Ubxn11,38.081395
Chil1,38.081395
Trim11,38.05814
Sod3,38.05814
Ifna2,38.05814
H2-T9,38.023255999999996
H2-T22,38.023255999999996
Gm6034,38.023255999999996
Spry2,37.988372
Nr4a2,37.988372
Mcrs1,37.988372
Slc29a3,37.976744000000004
Sntg2,37.953488
Hdhd3,37.953488
Borcs6,37.953488
Rhot1,37.94186
Lrrc8d,37.930233
Smarca2,37.918605
Psmd2,37.918605
Dapp1,37.918605
Colgalt1,37.906977000000005
Zfp60,37.895348999999996
Slc25a32,37.895348999999996
Nhsl1,37.895348999999996
Dcaf13,37.895348999999996
Dnaja4,37.883721
Ybx1,37.872093
Tchp,37.872093
Pigx,37.872093
Cep19,37.872093
Urah,37.860465000000005
Slc35a1,37.860465000000005
Mrps21,37.837209
Sit1,37.825581
Sh3bp5,37.802326
Trnau1ap,37.790698
Ddx55,37.790698
Crls1,37.790698
Stx8,37.779070000000004
Chd2,37.779070000000004
Cfap52,37.779070000000004
Zc3h12c,37.767441999999996
Isoc2b,37.755814
Sec31b,37.732558000000004
Ubxn2a,37.720929999999996
Slc36a1,37.720929999999996
Mtfr1,37.720929999999996
Mef2a,37.720929999999996
Nelfa,37.709302
Inf2,37.697674
Pstk,37.686046999999995
2310057M21Rik,37.686046999999995
Zscan2,37.662791
Ptpru,37.662791
Mecr,37.662791
Noc3l,37.651163000000004
Ggcx,37.639534999999995
Cln6,37.627907
Adora2a,37.627907
Ap1b1,37.616279
Atxn1,37.604651000000004
Zfp771,37.593022999999995
Cbx7,37.581395
Tnnc2,37.569767
Tmbim4,37.569767
Irak3,37.569767
1700001O22Rik,37.569767
Mief2,37.55814
Flii,37.55814
Sh3bgrl2,37.546512
Omt2b,37.546512
Omt2a,37.546512
Fbxl22,37.534884000000005
Degs1,37.523255999999996
Tmod3,37.511628
Zmat2,37.5
Kazald1,37.476744000000004
Zyx,37.465115999999995
Igfals,37.465115999999995
Slc12a6,37.44186
Gnas,37.44186
Cdc42ep4,37.44186
Aven,37.430233
Yif1b,37.406977000000005
Ubiad1,37.406977000000005
