ENSMUST00000053020.7	2467.84589895613	-2.06883987861077	0.0740821331319312	-27.926300055729	1.27927700959834e-171	6.89050579294906e-168
ENSMUST00000055688.9	1983.76105119303	-1.65663038312515	0.0734560661548432	-22.5526695049668	1.26424891181989e-112	1.94558877179712e-109
ENSMUST00000018506.12	4305.80481004851	-2.436603842765	0.113210713300538	-21.5227320076732	9.53738914705631e-103	1.20872381866664e-99
ENSMUST00000089011.5	368.80213169174	-2.05856446188999	0.101937344968142	-20.1944092474975	1.09630074022612e-90	8.74807386969323e-88
ENSMUST00000053063.6	2610.63018295544	-1.78404397196782	0.0885319387509429	-20.1514165072864	2.61522782445447e-90	2.01232440992399e-87
ENSMUST00000023686.14	1405.55321574591	-1.58956278073554	0.0796078055957047	-19.9674236570252	1.05770167695831e-88	7.35102665486027e-86
ENSMUST00000019333.9	907.936508301443	-1.61910369500688	0.0868069593157908	-18.6517729427295	1.22158419303076e-77	6.74846959970456e-75
ENSMUST00000056406.6	983.527903051047	-2.08939712124196	0.11700237169979	-17.8577330603437	2.51654518327681e-71	1.20486591052664e-68
ENSMUST00000131422.7	927.841878026748	-1.34944745286812	0.0776204340689268	-17.3852087926977	1.06797686794132e-67	4.60191232395913e-65
ENSMUST00000236905.1	276.661932955059	-2.08242241520368	0.127218980766212	-16.3688028520721	3.19435615780741e-60	1.1282361216387e-57
ENSMUST00000052839.6	1740.1231604104	-1.52811628550839	0.0939926459043763	-16.2578281609714	1.96583708057575e-59	6.72285077793724e-57
ENSMUST00000110855.7	4098.93934580332	-1.16746745430618	0.0743804797458038	-15.6958849727243	1.61376337400972e-55	4.89697632296329e-53
ENSMUST00000029183.2	699.001484309333	-2.12296557105064	0.138620106522742	-15.3149901865235	6.0721046994156e-53	1.67722430447319e-50
ENSMUST00000043604.5	1637.07547172541	-1.01398962376041	0.0664145896838284	-15.2675734140282	1.25766691710116e-52	3.42992832011955e-50
ENSMUST00000108023.9	1528.40199933232	-1.85948030652015	0.122404842032784	-15.1912316182895	4.0425220414701e-52	1.07526095535152e-49
ENSMUST00000024123.8	694.813187515398	-1.13308866737403	0.0749395994069883	-15.1200256785515	1.19496002180438e-51	3.08218547215299e-49
ENSMUST00000054920.4	270.163172325062	-1.84177647051768	0.1221891338697	-15.0731608629103	2.43194040816923e-51	6.0925762900007e-49
ENSMUST00000032888.9	4404.54960852616	-1.20094586321856	0.0803648662031131	-14.9436677986038	1.71282328128485e-50	4.14637950508787e-48
ENSMUST00000082392.1	98258.6835919349	-1.30884071111704	0.0877406744588319	-14.9171489641461	2.54935567951335e-50	6.03580968297967e-48
ENSMUST00000092404.12	2105.39046459499	-1.23130042785109	0.0834384615411353	-14.7569886250126	2.77392787548059e-49	6.35790171034353e-47
ENSMUST00000031144.13	1548.96016042925	-1.28084461586196	0.0873023757820029	-14.6713603654988	9.83532378179238e-49	2.20731302998663e-46
ENSMUST00000033578.6	299.99908857125	-1.75426209816734	0.123499987031081	-14.204552893806	8.58488185457121e-46	1.76153599577844e-43
ENSMUST00000057893.6	349.896333759939	-1.50670944132452	0.108240216278007	-13.9200520207263	4.78555665680462e-44	8.81237762144064e-42
ENSMUST00000039026.7	94.8492544843765	-2.73350186648497	0.197388647437719	-13.8483236091248	1.30215676826436e-43	2.29958750592259e-41
ENSMUST00000037915.8	610.601904399142	-1.22742318127841	0.0894587295691575	-13.7205523394956	7.64805443215675e-43	1.29745931291982e-40
ENSMUST00000081869.6	501.716918686374	-1.42811541174627	0.105021961157146	-13.5982550317202	4.10101455514645e-42	6.74476019775803e-40
ENSMUST00000104999.3	239.262406529982	-1.55480866916457	0.115874552887415	-13.4180338169265	4.74126024659421e-41	7.51106264800532e-39
ENSMUST00000231663.1	160.213940595586	-2.15888408507986	0.161572684308248	-13.3616897826687	1.01239519076793e-40	1.58058365109384e-38
ENSMUST00000080065.2	1943.66972043799	-1.00638095935431	0.0753336636955587	-13.3589806998016	1.04991983580669e-40	1.62737574550037e-38
ENSMUST00000097921.9	1891.26495132509	-1.3515211995799	0.101367793329334	-13.3328462146644	1.49098836891023e-40	2.29452460058364e-38
ENSMUST00000043050.8	176.492218579026	-2.14427384428797	0.162990728050213	-13.1558026026326	1.57601045664414e-39	2.35799620058319e-37
